s.no,Name,Location,Year,KmDriven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,doubleKmDriven
3362,BMW X1 sDrive20d,Mumbai,2013,86000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,17.5,43000
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,108000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,6.11,54000
3364,Hyundai i10 Magna,Ahmedabad,2014,102000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.75,51000
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,156000,Diesel,Manual,Second,10.5 kmpl,2835 CC,107.2 bhp,6.0,,6.2,78000
3366,Honda City i DTEC SV,Mumbai,2014,50000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.15,25000
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,25200,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.4,12600
3368,Maruti Swift Ldi BSIII,Pune,2009,160000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5.0,,2.15,80000
3369,Hyundai Grand i10 Magna,Kolkata,2016,42000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75,21000
3370,Ford Figo Petrol ZXI,Mumbai,2011,64000,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,,2.15,32000
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,100000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,4.75,50000
3372,Maruti SX4 Vxi BSIV,Mumbai,2010,95000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.45,47500
3373,Honda City i-VTEC VX,Mumbai,2017,15000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.76 Lakh,11.15,7500
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,272652,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,14.11 Lakh,8.9,136326
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,122000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.35,61000
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,200000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.0,100000
3377,BMW 3 Series 320d Highline,Mumbai,2009,123000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,8.5,61500
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,171532,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,4.27,85766
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,194000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,4.25,97000
3380,Mitsubishi Outlander 2.4,Bangalore,2010,158100,Petrol,Automatic,First,11.3 kmpl,2360 CC,170 bhp,5.0,,9.25,79050
3381,Maruti Vitara Brezza LDi,Kochi,2017,70768,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,8.61,35384
3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,92000,Diesel,Automatic,First,11.8 kmpl,2987 CC,261 bhp,7.0,,28.0,46000
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,128756,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.2 Lakh,9.25,64378
3384,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,54000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,8.6,27000
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,45468,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,7.53,22734
3386,Renault Duster 110PS Diesel RxL,Mumbai,2014,116004,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,5.75,58002
3387,Honda Brio S Option AT,Chennai,2012,63000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.15,31500
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,123732,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,5.84,61866
3389,Audi A6 2.0 TDI Design Edition,Kolkata,2012,54180,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,,16.5,27090
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,59000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7.0,,43.0,29500
3391,Hyundai i10 Sportz Option,Pune,2013,90000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.55,45000
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,46764,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,8.9,23382
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,242000,Diesel,Manual,Second,16.4 kmpl,1896 CC,90 bhp,5.0,,2.5,121000
3394,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,472308,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,5.0,,3.85,236154
3395,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,72600,Petrol,Automatic,Third,17.1 kmpl,1591 CC,121.4 bhp,5.0,,7.5,36300
3396,Hyundai Getz GVS,Mumbai,2005,180000,Petrol,Manual,Second,15.3 kmpl,1341 CC,61 bhp,5.0,,1.8,90000
3397,Ford Figo Diesel EXI,Chennai,2010,156000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.25,78000
3398,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,84000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,24.25,42000
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,54000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.35,27000
3400,BMW X1 sDrive20d,Kolkata,2012,44000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,11.5,22000
3401,Honda City i VTEC SV,Kolkata,2014,98000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,4.75,49000
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,85200,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.99,42600
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,25588,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,9.15,12794
3404,Maruti Swift 1.3 VXi,Jaipur,2006,250000,Petrol,Manual,Fourth & Above,16.1 kmpl,,,,,2.35,125000
3405,Honda CR-V 2.4 AT,Hyderabad,2014,176092,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,5.0,,13.99,88046
3406,Mercedes-Benz A Class A180 CDI,Bangalore,2014,16000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,,19.75,8000
3407,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,330956,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.77,165478
3408,Mahindra Bolero SLX 2WD,Bangalore,2006,386000,Diesel,Manual,Third,13.6 kmpl,2523 CC,63 bhp,7.0,,2.5,193000
3409,Renault Scala RxL AT,Mumbai,2013,14000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5.0,,3.65,7000
3410,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,120000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,,23.5,60000
3411,Maruti Alto 800 VXI,Pune,2017,76000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.11,38000
3412,Toyota Etios G,Kochi,2013,112688,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,4.57,56344
3413,Hyundai i20 Sportz Option,Mumbai,2014,35716,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,5.32,17858
3414,Hyundai i10 Sportz,Hyderabad,2012,106000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.2,53000
3415,Maruti Swift VDI BSIV,Kochi,2016,135812,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.63,67906
3416,Hyundai EON Magna Plus,Hyderabad,2015,38000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.0,19000
3417,BMW 3 Series 320d,Mumbai,2010,134000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,9.25,67000
3418,Tata Indigo XL Classic Dicor,Delhi,2011,160000,Diesel,Manual,First,23.57 kmpl,1396 CC,70 bhp,5.0,,1.2,80000
3419,Maruti Alto 800 LXI,Delhi,2015,122000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.15,61000
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,78000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.05,39000
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,118000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,11.5,59000
3422,Hyundai Santro Xing GLS,Hyderabad,2008,323724,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3,161862
3423,Maruti Swift ZXI,Kolkata,2016,68000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.95,34000
3424,Renault Scala Diesel RxL,Hyderabad,2013,260000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,4.75,130000
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,104760,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.47 Lakh,10.15,52380
3426,Nissan Micra XV,Kolkata,2011,88000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,,2.65,44000
3427,Ford Figo Diesel EXI,Hyderabad,2015,168000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.8,84000
3428,Honda CR-V 2.0 AT,Kochi,2017,166788,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,5.0,,16.68,83394
3429,Nissan Terrano XV 110 PS,Pune,2014,326000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,5.0,163000
3430,Toyota Etios Liva 1.2 G,Chennai,2011,84000,Petrol,Manual,Second,17.71 kmpl,1197 CC,78.9 bhp,5.0,6.51 Lakh,3.75,42000
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,258000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5.0,,4.11,129000
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,64400,Petrol,Manual,Second,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.25,32200
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,258000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,3.45,129000
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,80000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,22.5,40000
3435,Toyota Innova 2.0 E,Delhi,2006,300000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,,4.5,150000
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,280000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5.0,,0.9,140000
3437,Hyundai Getz GLS,Hyderabad,2006,252724,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,,1.85,126362
3438,Honda Amaze S i-Dtech,Kolkata,2013,158300,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25,79150
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,140748,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.34,70374
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,52512,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5.0,,4.25,26256
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,26920,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.45,13460
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,244000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,10.75,122000
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,234356,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,27.75,117178
3445,Maruti Wagon R LX BSIII,Jaipur,2005,230000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,0.99,115000
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,150000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7.0,,24.0,75000
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,60584,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.1,30292
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,64496,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.32 Lakh,8.25,32248
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,148000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.65,74000
3450,Honda CR-V 2.0L 2WD MT,Mumbai,2014,112200,Petrol,Manual,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,9.75,56100
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,245300,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,8.1 Lakh,4.4,122650
3452,Maruti Swift Dzire VXI,Kolkata,2014,66000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,3.99,33000
3453,BMW 5 Series 2003-2012 530d,Coimbatore,2016,36180,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5.0,,45.73,18090
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,142780,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.27,71390
3456,Honda City i DTec V,Ahmedabad,2016,134000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,7.25,67000
3457,Tata Indigo LS,Chennai,2008,198000,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5.0,,1.6,99000
3458,Renault Duster 110PS Diesel RxL,Pune,2014,284000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,6.0,142000
3459,Hyundai i10 Sportz,Chennai,2010,53932,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0,26966
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,55256,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,4.95,27628
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,329988,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,8.99,164994
3462,Honda Accord VTi-L MT,Mumbai,2007,172000,Petrol,Manual,Third,11.9 kmpl,2354 CC,144 bhp,5.0,,1.85,86000
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,107924,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,6.16,53962
3464,Maruti Ritz VDi,Hyderabad,2010,441884,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.5,220942
3465,Honda Amaze S Petrol,Jaipur,2014,138000,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.52 Lakh,4.5,69000
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,24000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.75,12000
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,155000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,6.6,77500
3468,Hyundai Grand i10 Magna,Kochi,2014,192124,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.98,96062
3469,BMW 3 Series 320d Highline,Chennai,2008,340000,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5.0,,9.75,170000
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,278260,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.55,139130
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,90984,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.68 Lakh,10.3,45492
3472,Honda Accord 2.4 AT,Chennai,2011,170000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,5.0,,7.5,85000
3473,Chevrolet Aveo 1.4,Hyderabad,2008,111804,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,1.8,55902
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,37000,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,6.25,18500
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,259500,Diesel,Manual,Second,14.95 kmpl,2489 CC,93.7 bhp,7.0,,6.8,129750
3476,Hyundai i10 Magna AT,Hyderabad,2009,101804,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,3.0,50902
3477,Mahindra XUV500 W8 4WD,Coimbatore,2015,338900,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,11.6,169450
3478,Hyundai Elantra CRDi SX,Mumbai,2013,80000,Diesel,Manual,Second,22.7 kmpl,1582 CC,126.24 bhp,5.0,,6.95,40000
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,120000,Petrol,Manual,Third,14.3 kmpl,1798 CC,160 bhp,5.0,,3.5,60000
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,66992,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.45 Lakh,5.5,33496
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,50000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.65,25000
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,142000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8.0,,3.25,71000
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,41652,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.6 bhp,5.0,,7.72,20826
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,84488,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.0,42244
3485,Chevrolet Beat Diesel PS,Jaipur,2013,197196,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,1.55,98598
3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,124200,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,10.75,62100
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,88476,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.72,44238
3488,Audi Q7 3.0 TDI quattro,Coimbatore,2012,366972,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,28.55,183486
3489,Porsche Panamera Diesel,Bangalore,2013,39656,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4.0,,75.0,19828
3490,Honda City i VTEC VX,Hyderabad,2016,147564,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,10.49,73782
3491,Mahindra Quanto C4,Hyderabad,2012,360196,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,,3.8,180098
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,148004,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,18.5,74002
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,82000,Petrol,Automatic,First,12.37 kmpl,2359 CC,198.25 bhp,5.0,,6.0,41000
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,167356,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.5,83678
3495,Maruti Wagon R LXI BS IV,Pune,2010,182000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.3,91000
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,100000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.7,50000
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,116000,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,5.0,,4.95,58000
3498,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.25,80000
3499,Mahindra XUV500 W6 2WD,Kochi,2017,82580,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,10.94,41290
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,130000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,67.87 Lakh,21.26,65000
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,65884,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5.0,20.48 Lakh,11.5,32942
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,217356,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.0,108678
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,96100,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,4.1,48050
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,96108,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.01,48054
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,118540,Petrol,Manual,First,15.7 kmpl,1172 CC,67 bhp,5.0,,2.6,59270
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,80000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.35,40000
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,311132,Diesel,Manual,Second,9.5 kmpl,2835 CC,118.6 bhp,6.0,,9.15,155566
3508,Honda Brio EX MT,Chennai,2013,84640,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.9,42320
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,96612,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,9.18,48306
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,54000,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,11.45,27000
3512,Honda Amaze S i-VTEC,Kochi,2017,247180,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,5.53,123590
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,27000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,3.75,13500
3514,Honda City i-VTEC CVT VX,Pune,2018,9000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.17 Lakh,12.5,4500
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,46000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,15.5,23000
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,161156,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,,14.5,80578
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,85292,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05 Lakh,12.46,42646
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,60000,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5.0,,5.25,30000
3520,BMW 5 Series 520d Sedan,Delhi,2012,180000,Diesel,Automatic,First,18.48 kmpl,,,,,14.5,90000
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,196000,Diesel,Automatic,Second,13.5 kmpl,2987 CC,282 bhp,5.0,,25.0,98000
3522,Hyundai Santro GLS II - Euro II,Kochi,2012,132800,Petrol,Manual,First,0.0 kmpl,,,,,2.66,66400
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,100000,Diesel,Automatic,First,12.9 kmpl,2993 CC,271.23 bhp,4.0,,45.0,50000
3524,Maruti Swift VDI,Jaipur,2015,126620,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8.13 Lakh,5.1,63310
3525,Honda Amaze S i-Dtech,Delhi,2014,132000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5,66000
3526,BMW 3 Series 320d Highline,Ahmedabad,2011,148000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,12.5,74000
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,186000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,,5.55,93000
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,140000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,19.48,70000
3529,Maruti Swift VXI,Ahmedabad,2012,97544,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3.91,48772
3530,Chevrolet Beat LS,Chennai,2010,132000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2.19,66000
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,109668,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.89,54834
3532,Ford Figo Petrol ZXI,Coimbatore,2011,206372,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,,3.47,103186
3534,Maruti Swift VXI BSIII,Pune,2010,150000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.85,75000
3535,Audi A4 35 TDI Premium,Coimbatore,2016,156948,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,25.64,78474
3536,Honda City V MT,Kochi,2018,23932,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,10.28,11966
3537,Honda Jazz V,Hyderabad,2015,74000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.79 Lakh,6.3,37000
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,141840,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,4.75,70920
3539,Nissan Terrano XL D Option,Hyderabad,2013,130560,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5.0,14.72 Lakh,5.8,65280
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,124000,Diesel,Automatic,First,12.51 kmpl,2179 CC,187.7 bhp,7.0,,44.5,62000
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,178100,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,4.65,89050
